Date,Open,High,Low,Close,Volume,Ticker
,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,
2020-10-05,512.7732962490504,521.9958375484937,512.3121691840782,513.85693359375,16940126,HDFCBANK.NS
2020-10-06,523.4023340338462,529.3739074248008,519.3213141929227,527.5755004882812,19371990,HDFCBANK.NS
2020-10-07,527.9444628695143,537.1439266053097,524.5782123015155,535.9450073242188,21248778,HDFCBANK.NS
2020-10-08,544.1300273085966,554.7359515696963,536.452249139857,549.5713500976562,35060674,HDFCBANK.NS
2020-10-09,553.8135950133604,570.4141690520623,549.502068291849,568.8233032226562,44972388,HDFCBANK.NS
2020-10-12,567.9010979019441,573.0656988639661,555.9348159803144,559.6469116210938,19220546,HDFCBANK.NS
2020-10-13,559.5315785432822,563.7047446077423,551.0468294922783,552.6376953125,18353952,HDFCBANK.NS
2020-10-14,551.300502144486,559.9466348809125,542.0548816890299,558.6554565429688,22582918,HDFCBANK.NS
2020-10-15,559.9004918027694,561.1916701745242,536.7519343329056,539.1728515625,28246896,HDFCBANK.NS
2020-10-16,544.1300570224655,554.966545446218,540.9021668536881,553.0528564453125,25822848,HDFCBANK.NS
2020-10-19,569.4919882707834,569.4919882707834,549.9401872940269,554.9895629882812,42359556,HDFCBANK.NS
2020-10-20,556.8109661921222,565.9874066237917,556.07317409946,564.396484375,27411978,HDFCBANK.NS
2020-10-21,567.4629505300011,576.8699538410292,563.3589084253454,574.8870849609375,35640752,HDFCBANK.NS
2020-10-22,571.774518997831,576.4088688191081,563.9584372526153,568.7080688476562,21913060,HDFCBANK.NS
2020-10-23,573.4114956684698,575.6940520858005,567.7396103485419,569.86083984375,15866230,HDFCBANK.NS
2020-10-26,567.0940971209002,572.7198248978068,555.4736611026412,558.3787841796875,19571976,HDFCBANK.NS
2020-10-27,565.341853407718,569.9531246426911,552.3611136232819,568.6158447265625,24317780,HDFCBANK.NS
2020-10-28,566.2641082494041,568.1086167453306,554.0442394638917,557.7793579101562,16571186,HDFCBANK.NS
2020-10-29,553.6291259458853,555.4044538335237,543.4382293809435,547.4500122070312,23060024,HDFCBANK.NS
2020-10-30,545.3058407021203,553.0297191466834,542.4468190859983,545.7669677734375,11522716,HDFCBANK.NS
2020-11-02,550.7471370052357,564.8806937852776,542.9771566793179,560.3847045898438,21926080,HDFCBANK.NS
2020-11-03,565.5493290157291,576.7547404527503,565.1112807714136,575.4635620117188,28164230,HDFCBANK.NS
2020-11-04,577.3311304240783,583.2335798325646,567.1863342025689,579.8212280273438,23404822,HDFCBANK.NS
2020-11-05,583.7869279540834,588.3981991069592,577.4925315724216,585.2625122070312,21433928,HDFCBANK.NS
2020-11-06,583.9021858370995,604.0764963053113,583.5563405147873,602.9928588867188,35705724,HDFCBANK.NS
2020-11-09,606.4743237151429,620.6539816733293,606.4743237151429,618.1639404296875,26288440,HDFCBANK.NS
2020-11-10,625.749520596042,643.2723516812664,623.2364002326871,642.6498413085938,41517356,HDFCBANK.NS
2020-11-11,645.53179055833,652.4025950955315,631.9746435681998,640.9435424804688,36116194,HDFCBANK.NS
2020-11-12,635.1565346469514,640.2981135220334,627.1329111434527,632.528076171875,27053948,HDFCBANK.NS
2020-11-13,631.1908613136335,631.1908613136335,621.1382669933134,626.57958984375,22472480,HDFCBANK.NS
2020-11-14,630.7296774572219,634.0266912298034,629.530701950905,631.6057739257812,1835066,HDFCBANK.NS
2020-11-17,639.0300027846883,651.3881761626996,636.6321079215401,649.4744873046875,31059900,HDFCBANK.NS
2020-11-18,646.9613197320293,654.339353314148,645.1398902074154,649.5897216796875,18862776,HDFCBANK.NS
2020-11-19,640.8283512358227,645.3243407616771,630.8219150122017,633.7500610351562,20266882,HDFCBANK.NS
2020-11-20,632.9661673437914,649.4514622697139,629.4616124077357,647.2611083984375,20405362,HDFCBANK.NS
2020-11-23,652.4947715724444,656.4835317873913,634.21107289902,643.0877685546875,25246636,HDFCBANK.NS
2020-11-24,649.2669170768921,666.328618733032,646.5232335157264,663.1929321289062,40154400,HDFCBANK.NS
2020-11-25,669.23380574354,675.2745597031387,644.1945808371197,646.869140625,24152602,HDFCBANK.NS
2020-11-26,652.4948017547869,660.3339619172119,639.5832438402045,657.866943359375,27943126,HDFCBANK.NS
2020-11-27,660.2418115007622,666.7897938762444,652.7484960439925,664.4149780273438,17994580,HDFCBANK.NS
2020-12-01,664.4150087448343,668.1732060825813,657.3367186133331,660.9335327148438,17147574,HDFCBANK.NS
2020-12-02,659.8729055780743,660.2418297882904,643.1801264295281,648.7827758789062,17892150,HDFCBANK.NS
2020-12-03,658.950614880914,660.3339961577809,633.6117036756074,635.064208984375,37933222,HDFCBANK.NS
2020-12-04,636.8164489220397,646.2464744730191,633.2657931927519,638.9376220703125,26912322,HDFCBANK.NS
2020-12-07,634.0497767996932,636.3323334801998,626.2567173759509,632.7816772460938,24316318,HDFCBANK.NS
2020-12-08,634.0497432292799,640.4133195318428,629.5076526903138,634.6492309570312,19457896,HDFCBANK.NS
2020-12-09,634.9720545548138,650.2123286343573,634.0728791721798,648.8980712890625,22069074,HDFCBANK.NS
2020-12-10,644.6556840231684,646.5001924180845,634.3956060764477,639.052978515625,19727966,HDFCBANK.NS
2020-12-11,640.9897780778607,643.2723348144553,633.127538136378,637.6466064453125,21356384,HDFCBANK.NS
