Date,Open,High,Low,Close,Volume,Ticker
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,
2020-10-05,2436.2586374737357,2536.7776438198403,2420.4973913106674,2516.04150390625,17412105,TCS.NS
2020-10-06,2544.122700832262,2544.122700832262,2464.2470094755336,2523.944580078125,9846367,TCS.NS
2020-10-07,2549.7019272203124,2575.7382707513734,2513.4370201591923,2544.076171875,9656101,TCS.NS
2020-10-08,2603.6346255814833,2682.673533858064,2603.6346255814833,2627.5322265625,19839329,TCS.NS
2020-10-09,2612.933931663537,2631.391936543555,2585.0378398664175,2615.677001953125,7739245,TCS.NS
2020-10-12,2618.0478964653958,2653.847876580444,2604.332319668072,2631.531005859375,4623203,TCS.NS
2020-10-13,2645.478801255775,2654.6844187548586,2614.9790354016595,2628.32275390625,4209878,TCS.NS
2020-10-14,2653.9563268446404,2653.9563268446404,2603.109109248237,2623.7001953125,4395936,TCS.NS
2020-10-15,2625.007198878838,2640.648917335338,2546.5651481119144,2559.265380859375,6629355,TCS.NS
2020-10-16,2568.1373024114064,2588.261245290727,2550.581175373045,2580.4638671875,5273773,TCS.NS
2020-10-19,2590.455834322018,2590.455834322018,2527.515506182471,2532.137939453125,3331194,TCS.NS
2020-10-20,2544.6982933509607,2577.2890169958255,2538.114716389137,2557.77197265625,3406273,TCS.NS
2020-10-21,2557.7715781208967,2567.1099190413815,2486.846924427179,2498.379638671875,4570143,TCS.NS
2020-10-22,2484.9325636617396,2508.885317359119,2463.5478537637096,2494.410888671875,5262294,TCS.NS
2020-10-23,2509.959468913745,2523.2198682196754,2493.430650089395,2509.025634765625,3499091,TCS.NS
2020-10-26,2511.9674619340467,2530.6441474302933,2493.8044308863236,2510.333251953125,2672752,TCS.NS
2020-10-27,2521.119228027714,2538.3016884750373,2450.4747522809794,2456.124267578125,3537502,TCS.NS
2020-10-28,2474.659846892114,2480.2161130264562,2433.57115509466,2448.69921875,3569445,TCS.NS
2020-10-29,2435.4398162942925,2479.330027707572,2428.2026005825287,2458.458740234375,3105968,TCS.NS
2020-10-30,2461.680826829552,2497.399990798305,2448.14022872375,2488.528564453125,3427003,TCS.NS
2020-11-02,2483.9989719211108,2488.528158985713,2428.015657230262,2432.2646484375,2571196,TCS.NS
2020-11-03,2431.7038797555556,2488.667757123101,2428.9491148900647,2459.345458984375,2879269,TCS.NS
2020-11-04,2437.3074374854036,2541.756891470479,2437.3074374854036,2477.602294921875,4893928,TCS.NS
2020-11-05,2507.3446527184315,2530.690506095698,2490.5356382867994,2507.998291015625,2816502,TCS.NS
2020-11-06,2520.4182295036435,2533.7253653948724,2503.889411572959,2528.30908203125,3884421,TCS.NS
2020-11-09,2550.3943921060595,2562.440760755985,2516.7763646325843,2546.192138671875,3646592,TCS.NS
2020-11-10,2518.737230572515,2533.631838525092,2463.7812318527526,2474.286865234375,4760020,TCS.NS
2020-11-11,2491.422773593692,2514.628643403811,2468.497099625797,2509.95947265625,3242441,TCS.NS
2020-11-12,2508.2786467057035,2533.492169960005,2485.6331674865623,2494.31787109375,2437505,TCS.NS
2020-11-13,2480.0303083182125,2488.5748005071055,2461.587081889036,2481.0576171875,2548093,TCS.NS
2020-11-14,2500.7610651023224,2511.079977845543,2484.045525354914,2493.6640625,298819,TCS.NS
2020-11-17,2516.6831357763604,2516.6831357763604,2474.707334637871,2489.648681640625,2827273,TCS.NS
2020-11-18,2484.933011505603,2487.9212355951177,2434.552697850546,2452.855712890625,2893762,TCS.NS
2020-11-19,2462.520964855933,2499.080485255458,2456.7779753021596,2462.427490234375,4167501,TCS.NS
2020-11-20,2479.3302796597477,2498.940801645757,2453.6965715182746,2484.23291015625,2711471,TCS.NS
2020-11-23,2512.014222664495,2549.367594005231,2488.668365576535,2543.998046875,3706418,TCS.NS
2020-11-24,2553.476074633785,2561.507139726322,2526.0214411081665,2541.943359375,3120516,TCS.NS
2020-11-25,2548.434061651991,2552.1226619115255,2510.33357277304,2522.56689453125,3302249,TCS.NS
2020-11-26,2508.278360684513,2550.254157348042,2502.6753561558057,2540.589111328125,2341099,TCS.NS
2020-11-27,2526.0214201256103,2537.881068441583,2492.4501274407207,2502.3486328125,6086808,TCS.NS
2020-12-01,2501.742069749833,2554.8771498013507,2450.801363493682,2546.37939453125,3605017,TCS.NS
2020-12-02,2539.095099899602,2572.4329340618538,2523.6400988394357,2567.623779296875,2509032,TCS.NS
2020-12-03,2590.3628198838846,2590.3628198838846,2522.0996707609324,2530.17724609375,2852548,TCS.NS
2020-12-04,2531.438109192719,2557.632207351647,2520.4188186674864,2547.079833984375,2686527,TCS.NS
2020-12-07,2535.359870439686,2562.4410624259663,2527.0953465180914,2556.557861328125,1996400,TCS.NS
2020-12-08,2558.7058513541197,2619.918732191007,2551.655357151735,2612.214599609375,4277818,TCS.NS
2020-12-09,2628.7431027104317,2652.088956198091,2608.338735567477,2624.821044921875,3659996,TCS.NS
2020-12-10,2631.5453693557442,2640.230074972648,2596.293120351777,2600.0751953125,2127801,TCS.NS
2020-12-11,2607.9179178141753,2621.9254264800447,2581.6305844126123,2599.420166015625,1795408,TCS.NS
2020-12-14,2616.6036677903753,2618.4713363612464,2573.880749231699,2612.588134765625,2483658,TCS.NS
2020-12-15,2601.6620341642156,2609.786345959962,2572.713174487586,2578.829833984375,2365509,TCS.NS
2020-12-16,2595.125417423479,2633.2259009592785,2577.8027462438054,2627.996337890625,2565149,TCS.NS
2020-12-17,2625.0072328661354,2664.8818969249055,2619.404229167382,2650.407470703125,2863460,TCS.NS
2020-12-18,2678.2367913180487,2706.2518205159363,2657.8791578368723,2671.699951171875,6076692,TCS.NS
2020-12-21,2671.6997094015287,2695.512482064842,2600.7283085226345,2633.552490234375,2705195,TCS.NS
2020-12-22,2646.4858633866406,2692.850635677135,2632.151418626983,2682.4384765625,2881737,TCS.NS
2020-12-23,2685.7539498539613,2725.862083943248,2675.8552159425985,2716.290283203125,2790988,TCS.NS
2020-12-24,2716.523652776969,2728.0565961930256,2692.4306851302167,2716.8505859375,1807144,TCS.NS
2020-12-28,2717.4571962147616,2754.5303639128324,2709.986523510391,2735.573486328125,2108994,TCS.NS
