date,equity
2021-10-29,97050.46126515626
2021-11-01,97050.46126515626
2021-11-02,97050.46126515626
2021-11-03,97050.46126515626
2021-11-04,97050.46126515626
2021-11-08,97050.46126515626
2021-11-09,97050.46126515626
2021-11-10,97050.46126515626
2021-11-11,97050.46126515626
2021-11-12,97050.46126515626
2021-11-15,96997.7747398409
2021-11-16,96997.7747398409
2021-11-17,96997.7747398409
2021-11-18,96997.7747398409
2021-11-22,96997.7747398409
2021-11-23,96926.0003503724
2021-11-24,96926.0003503724
2021-11-25,96926.0003503724
2021-11-26,96926.0003503724
2021-11-29,96926.0003503724
2021-11-30,96875.27371414509
2021-12-01,96875.27371414509
2021-12-02,96807.06559656425
2021-12-03,96807.06559656425
2021-12-06,96906.41673594575
2021-12-07,96906.41673594575
2021-12-08,96906.41673594575
2021-12-09,96906.41673594575
2021-12-10,96838.88840240976
2021-12-13,96773.9126799666
2021-12-14,96773.9126799666
2021-12-15,97012.59316717215
2021-12-16,96765.78361745704
2021-12-17,96645.80093937671
2021-12-20,96645.80093937671
2021-12-21,96645.80093937671
2021-12-22,96645.80093937671
2021-12-23,96595.49353247887
2021-12-24,96595.49353247887
2021-12-27,96595.49353247887
2021-12-28,96595.49353247887
2021-12-29,96595.49353247887
2021-12-30,96595.49353247887
2021-12-31,96595.49353247887
2022-01-03,96595.49353247887
2022-01-04,96595.49353247887
2022-01-05,96595.49353247887
2022-01-06,96595.49353247887
2022-01-07,96595.49353247887
2022-01-10,96595.49353247887
2022-01-11,96595.49353247887
2022-01-12,96595.49353247887
2022-01-13,96595.49353247887
2022-01-14,96595.49353247887
2022-01-17,96595.49353247887
2022-01-18,96595.49353247887
2022-01-19,96544.78396139502
2022-01-20,96489.06101991482
2022-01-21,96385.96435491827
2022-01-24,96336.01628606791
2022-01-25,96284.57097581383
2022-01-27,96284.57097581383
2022-01-28,96284.57097581383
2022-01-31,96284.57097581383
2022-02-01,96284.57097581383
2022-02-02,96284.57097581383
2022-02-03,96389.85718771922
2022-02-04,96495.56263707513
2022-02-07,96599.73491129784
2022-02-08,96599.73491129784
2022-02-09,96599.73491129784
2022-02-10,96599.73491129784
2022-02-11,96547.74160386209
2022-02-14,96547.74160386209
2022-02-15,96547.74160386209
2022-02-16,96547.74160386209
2022-02-17,96495.66744724748
2022-02-18,96443.59928210477
2022-02-21,96443.59928210477
2022-02-22,96443.59928210477
2022-02-23,96443.59928210477
2022-02-24,96420.7738239256
2022-02-25,96353.56344510872
2022-02-28,96290.96808306014
2022-03-02,96160.56325343058
2022-03-03,96160.56325343058
2022-03-04,96029.69247849211
2022-03-07,96029.69247849211
2022-03-08,96029.69247849211
2022-03-09,96029.69247849211
2022-03-10,96029.69247849211
2022-03-11,96029.69247849211
2022-03-14,96029.69247849211
2022-03-15,96029.69247849211
2022-03-16,96029.69247849211
2022-03-17,96029.69247849211
2022-03-21,96029.69247849211
2022-03-22,96029.69247849211
2022-03-23,95958.09410259163
2022-03-24,95958.09410259163
2022-03-25,95958.09410259163
2022-03-28,95958.09410259163
2022-03-29,95958.09410259163
2022-03-30,95958.09410259163
2022-03-31,95958.09410259163
2022-04-01,95958.09410259163
2022-04-04,95888.32231299204
2022-04-05,95821.85763788792
2022-04-06,95751.00953635544
2022-04-07,95751.00953635544
2022-04-08,95701.1249619158
2022-04-11,95701.1249619158
2022-04-12,95825.87443335413
2022-04-13,95756.57882573543
2022-04-18,95756.57882573543
2022-04-19,95756.57882573543
2022-04-20,95756.57882573543
2022-04-21,95684.93421187781
2022-04-22,95684.93421187781
2022-04-25,95684.93421187781
2022-04-26,95684.93421187781
2022-04-27,95615.30394329611
2022-04-28,95544.32982214457
2022-04-29,95544.32982214457
2022-05-02,95478.63412672053
2022-05-04,95539.003340487
2022-05-05,95410.98335541574
2022-05-06,95344.22123139777
2022-05-09,95278.64194039047
2022-05-10,95278.64194039047
2022-05-11,95142.8269778268
2022-05-12,95142.8269778268
2022-05-13,95142.8269778268
2022-05-16,95142.8269778268
2022-05-17,95142.8269778268
2022-05-18,95142.8269778268
2022-05-19,95142.8269778268
2022-05-20,95142.8269778268
2022-05-23,95078.11608442263
2022-05-24,95013.19557336047
2022-05-25,95013.19557336047
2022-05-26,95013.19557336047
2022-05-27,95013.19557336047
2022-05-30,95013.19557336047
2022-05-31,95013.19557336047
2022-06-01,95013.19557336047
2022-06-02,94950.69952462352
2022-06-03,94950.69952462352
2022-06-06,94950.69952462352
2022-06-07,94950.69952462352
2022-06-08,94950.69952462352
2022-06-09,94950.69952462352
2022-06-10,94950.69952462352
2022-06-13,94950.69952462352
2022-06-14,94884.26979323977
2022-06-15,94766.9718802018
2022-06-16,94766.9718802018
2022-06-17,94766.9718802018
2022-06-20,94766.9718802018
2022-06-21,94766.9718802018
2022-06-22,94766.9718802018
2022-06-23,94766.9718802018
2022-06-24,94766.9718802018
2022-06-27,94766.9718802018
2022-06-28,94766.9718802018
2022-06-29,94766.9718802018
2022-06-30,94766.9718802018
2022-07-01,94766.9718802018
2022-07-04,94766.9718802018
2022-07-05,94766.9718802018
2022-07-06,94766.9718802018
2022-07-07,94766.9718802018
2022-07-08,94766.9718802018
2022-07-11,94766.9718802018
2022-07-12,94766.9718802018
2022-07-13,94766.9718802018
2022-07-14,94766.9718802018
2022-07-15,94766.9718802018
2022-07-18,94766.9718802018
2022-07-19,94766.9718802018
2022-07-20,94766.9718802018
2022-07-21,94766.9718802018
2022-07-22,94766.9718802018
2022-07-25,94766.9718802018
2022-07-26,94766.9718802018
2022-07-27,94766.9718802018
2022-07-28,94766.9718802018
2022-07-29,94766.9718802018
2022-08-01,94766.9718802018
2022-08-02,94766.9718802018
2022-08-03,94766.9718802018
2022-08-04,94766.9718802018
2022-08-05,94766.9718802018
2022-08-08,94766.9718802018
2022-08-10,94766.9718802018
2022-08-11,94766.9718802018
2022-08-12,94766.9718802018
2022-08-16,94766.9718802018
2022-08-17,94766.9718802018
2022-08-18,94719.36923235153
2022-08-19,94672.42565151207
2022-08-22,94672.42565151207
2022-08-23,94672.42565151207
2022-08-24,94672.42565151207
2022-08-25,94672.42565151207
2022-08-26,94672.42565151207
2022-08-29,94672.42565151207
2022-08-30,94672.42565151207
2022-09-01,94672.42565151207
2022-09-02,94672.42565151207
2022-09-05,94672.42565151207
2022-09-06,94672.42565151207
2022-09-07,94620.01480738571
2022-09-08,94620.01480738571
2022-09-09,94620.01480738571
2022-09-12,94620.01480738571
2022-09-13,94620.01480738571
2022-09-14,94558.52721930476
2022-09-15,94558.52721930476
2022-09-16,94558.52721930476
2022-09-19,94558.52721930476
2022-09-20,94558.52721930476
2022-09-21,94558.52721930476
2022-09-22,94494.42681492097
2022-09-23,94371.6800743487
2022-09-26,94479.40765336633
2022-09-27,94479.40765336633
2022-09-28,94425.73110115068
2022-09-29,94554.98867295211
2022-09-30,94686.22102012565
2022-10-03,94686.22102012565
2022-10-04,94686.22102012565
2022-10-06,94686.22102012565
2022-10-07,94686.22102012565
2022-10-10,94686.22102012565
2022-10-11,94686.22102012565
2022-10-12,94686.22102012565
2022-10-13,94686.22102012565
2022-10-14,94686.22102012565
2022-10-17,94686.22102012565
2022-10-18,94686.22102012565
2022-10-19,94686.22102012565
2022-10-20,94686.22102012565
2022-10-21,94686.22102012565
2022-10-24,94686.22102012565
2022-10-25,94686.22102012565
2022-10-27,94686.22102012565
2022-10-28,94686.22102012565
2022-10-31,94686.22102012565
2022-11-01,94686.22102012565
2022-11-02,94686.22102012565
2022-11-03,94686.22102012565
2022-11-04,94686.22102012565
2022-11-07,94686.22102012565
2022-11-09,94686.22102012565
2022-11-10,94686.22102012565
2022-11-11,94686.22102012565
2022-11-14,94686.22102012565
2022-11-15,94625.44750482256
2022-11-16,94625.44750482256
2022-11-17,94625.44750482256
2022-11-18,94625.44750482256
2022-11-21,94625.44750482256
2022-11-22,94564.78333725152
2022-11-23,94564.78333725152
2022-11-24,94564.78333725152
2022-11-25,94564.78333725152
2022-11-28,94564.78333725152
2022-11-29,94564.78333725152
2022-11-30,94564.78333725152
2022-12-01,94564.78333725152
2022-12-02,94564.78333725152
2022-12-05,94564.78333725152
2022-12-06,94564.78333725152
2022-12-07,94564.78333725152
2022-12-08,94564.78333725152
2022-12-09,94564.78333725152
2022-12-12,94564.78333725152
2022-12-13,94564.78333725152
2022-12-14,94564.78333725152
2022-12-15,94564.78333725152
2022-12-16,94564.78333725152
2022-12-19,94564.78333725152
2022-12-20,94502.24682201602
2022-12-21,94502.24682201602
2022-12-22,94502.24682201602
2022-12-23,94502.24682201602
2022-12-26,94502.24682201602
2022-12-27,94502.24682201602
2022-12-28,94502.24682201602
2022-12-29,94502.24682201602
2022-12-30,94502.24682201602
2023-01-02,94502.24682201602
2023-01-03,94502.24682201602
2023-01-04,94502.24682201602
2023-01-05,94502.24682201602
2023-01-06,94502.24682201602
2023-01-09,94502.24682201602
2023-01-10,94502.24682201602
2023-01-11,94502.24682201602
2023-01-12,94502.24682201602
2023-01-13,94438.61228918884
2023-01-16,94438.61228918884
2023-01-17,94438.61228918884
2023-01-18,94438.61228918884
2023-01-19,94438.61228918884
2023-01-20,94438.61228918884
2023-01-23,94438.61228918884
2023-01-24,94438.61228918884
2023-01-25,94388.6579643403
2023-01-27,94388.6579643403
2023-01-30,94388.6579643403
2023-01-31,94343.79644000238
2023-02-01,94273.43049256214
2023-02-02,94273.43049256214
2023-02-03,94273.43049256214
2023-02-06,94273.43049256214
2023-02-07,94273.43049256214
2023-02-08,94208.48238358137
2023-02-09,94314.47242173813
2023-02-10,94425.31559694067
2023-02-13,94529.2685203074
2023-02-14,94475.94396494875
2023-02-15,94421.42110667432
2023-02-16,94367.49740193269
2023-02-17,94318.06733886221
2023-02-20,94269.35625762193
2023-02-21,94200.37885126789
2023-02-22,94324.40337402916
2023-02-23,94261.04302276562
2023-02-24,94202.62567658955
2023-02-27,94202.62567658955
2023-02-28,94202.62567658955
2023-03-01,94202.62567658955
2023-03-02,94202.62567658955
2023-03-03,94202.62567658955
2023-03-06,94202.62567658955
2023-03-08,94141.21856119217
2023-03-09,94182.64091488946
2023-03-10,94297.49840462657
2023-03-13,94241.35783488363
2023-03-14,94241.35783488363
2023-03-15,94352.86007062405
2023-03-16,94352.86007062405
2023-03-17,94352.86007062405
2023-03-20,94352.86007062405
2023-03-21,94352.86007062405
2023-03-22,94352.86007062405
2023-03-23,94299.0561934693
2023-03-24,94299.0561934693
2023-03-27,94299.0561934693
2023-03-28,94299.0561934693
2023-03-29,94299.0561934693
2023-03-31,94299.0561934693
2023-04-03,94299.0561934693
2023-04-05,94299.0561934693
2023-04-06,94299.0561934693
2023-04-10,94299.0561934693
2023-04-11,94299.0561934693
2023-04-12,94299.0561934693
2023-04-13,94299.0561934693
2023-04-17,94299.0561934693
2023-04-18,94299.0561934693
2023-04-19,94299.0561934693
2023-04-20,94299.0561934693
2023-04-21,94299.0561934693
2023-04-24,94299.0561934693
2023-04-25,94299.0561934693
2023-04-26,94299.0561934693
2023-04-27,94299.0561934693
2023-04-28,94241.08821135832
2023-05-02,94183.59955024264
2023-05-03,94183.59955024264
2023-05-04,94183.59955024264
2023-05-05,94183.59955024264
2023-05-08,94183.59955024264
2023-05-09,94183.59955024264
2023-05-10,94183.59955024264
2023-05-11,94183.59955024264
2023-05-12,94059.20199678461
2023-05-15,94059.20199678461
2023-05-16,94059.20199678461
2023-05-17,94059.20199678461
2023-05-18,94059.20199678461
2023-05-19,94059.20199678461
2023-05-22,94059.20199678461
2023-05-23,94018.62441042515
2023-05-24,94018.62441042515
2023-05-25,94018.62441042515
2023-05-26,94018.62441042515
2023-05-29,94018.62441042515
2023-05-30,94018.62441042515
2023-05-31,94018.62441042515
2023-06-01,94018.62441042515
2023-06-02,94018.62441042515
2023-06-05,94018.62441042515
2023-06-06,94018.62441042515
2023-06-07,94018.62441042515
2023-06-08,94018.62441042515
2023-06-09,94018.62441042515
2023-06-12,94018.62441042515
2023-06-13,94018.62441042515
2023-06-14,94018.62441042515
2023-06-15,94093.49448014256
2023-06-16,94055.98754685759
2023-06-19,94128.93433468668
2023-06-20,94128.93433468668
2023-06-21,94092.60922788679
2023-06-22,94056.77542802572
2023-06-23,94056.77542802572
2023-06-26,94056.77542802572
2023-06-27,94056.77542802572
2023-06-28,94056.77542802572
2023-06-30,94056.77542802572
2023-07-03,94056.77542802572
2023-07-04,94056.77542802572
2023-07-05,94056.77542802572
2023-07-06,94056.77542802572
2023-07-07,94056.77542802572
2023-07-10,94056.77542802572
2023-07-11,94056.77542802572
2023-07-12,94056.77542802572
2023-07-13,94056.77542802572
2023-07-14,94056.77542802572
2023-07-17,94056.77542802572
2023-07-18,94056.77542802572
2023-07-19,94056.77542802572
2023-07-20,93998.7093301632
2023-07-21,93998.7093301632
2023-07-24,93998.7093301632
2023-07-25,93998.7093301632
2023-07-26,93998.7093301632
2023-07-27,93998.7093301632
2023-07-28,93998.7093301632
2023-07-31,93998.7093301632
2023-08-01,93998.7093301632
2023-08-02,93998.7093301632
2023-08-03,93998.7093301632
2023-08-04,93998.7093301632
2023-08-07,93998.7093301632
2023-08-08,93998.7093301632
2023-08-09,93998.7093301632
2023-08-10,93998.7093301632
2023-08-11,93998.7093301632
2023-08-14,93961.99291662188
2023-08-16,93961.99291662188
2023-08-17,93961.99291662188
2023-08-18,93961.99291662188
2023-08-21,93961.99291662188
2023-08-22,93961.99291662188
2023-08-23,93961.99291662188
2023-08-24,93961.99291662188
2023-08-25,93961.99291662188
2023-08-28,93961.99291662188
2023-08-29,93961.99291662188
2023-08-30,93961.99291662188
2023-08-31,93961.99291662188
2023-09-01,93961.99291662188
2023-09-04,93961.99291662188
2023-09-05,93961.99291662188
2023-09-06,93961.99291662188
2023-09-07,93961.99291662188
2023-09-08,93961.99291662188
2023-09-11,93961.99291662188
2023-09-12,93961.99291662188
2023-09-13,93961.99291662188
2023-09-14,93961.99291662188
2023-09-15,93961.99291662188
2023-09-18,93961.99291662188
2023-09-20,93961.99291662188
2023-09-21,93961.99291662188
2023-09-22,93961.99291662188
2023-09-25,93961.99291662188
2023-09-26,93961.99291662188
2023-09-27,93961.99291662188
2023-09-28,93961.99291662188
2023-09-29,93961.99291662188
2023-10-03,93961.99291662188
2023-10-04,93961.99291662188
2023-10-05,93961.99291662188
2023-10-06,93961.99291662188
2023-10-09,93961.99291662188
2023-10-10,93961.99291662188
2023-10-11,93961.99291662188
2023-10-12,94082.00380341025
2023-10-13,94082.00380341025
2023-10-16,94082.00380341025
2023-10-17,94082.00380341025
2023-10-18,94082.00380341025
2023-10-19,94082.00380341025
2023-10-20,94082.00380341025
2023-10-23,94082.00380341025
2023-10-25,94082.00380341025
2023-10-26,94082.00380341025
2023-10-27,94082.00380341025
2023-10-30,94082.00380341025
2023-10-31,94082.00380341025
2023-11-01,94082.00380341025
2023-11-02,94082.00380341025
2023-11-03,94082.00380341025
2023-11-06,94082.00380341025
2023-11-07,94082.00380341025
2023-11-08,94082.00380341025
2023-11-09,94082.00380341025
2023-11-10,94082.00380341025
2023-11-13,94082.00380341025
2023-11-15,94082.00380341025
2023-11-16,94082.00380341025
2023-11-17,94082.00380341025
2023-11-20,94082.00380341025
2023-11-21,94082.00380341025
2023-11-22,94082.00380341025
2023-11-23,94082.00380341025
2023-11-24,94082.00380341025
2023-11-28,94082.00380341025
2023-11-29,94082.00380341025
2023-11-30,94082.00380341025
2023-12-01,94082.00380341025
2023-12-04,94082.00380341025
2023-12-05,94035.84602719746
2023-12-06,93992.38578343819
2023-12-07,93948.88507865481
2023-12-08,93948.88507865481
2023-12-11,93948.88507865481
2023-12-12,93948.88507865481
2023-12-13,93948.88507865481
2023-12-14,93948.88507865481
2023-12-15,93948.88507865481
2023-12-18,93948.88507865481
2023-12-19,93904.73546435375
2023-12-20,93904.73546435375
2023-12-21,93862.53481902866
2023-12-22,93862.53481902866
2023-12-26,93862.53481902866
2023-12-27,93862.53481902866
2023-12-28,93862.53481902866
2023-12-29,93862.53481902866
2024-01-01,93862.53481902866
2024-01-02,93862.53481902866
2024-01-03,93862.53481902866
2024-01-04,93862.53481902866
2024-01-05,93862.53481902866
2024-01-08,93862.53481902866
2024-01-09,93862.53481902866
2024-01-10,93862.53481902866
2024-01-11,93997.68312788461
2024-01-12,93997.68312788461
2024-01-15,93997.68312788461
2024-01-16,93930.43276648503
2024-01-17,93866.43783591065
2024-01-18,93866.43783591065
2024-01-19,93803.685113138
2024-01-23,93803.685113138
2024-01-24,93803.685113138
2024-01-25,93803.685113138
2024-01-29,93803.685113138
2024-01-30,93803.685113138
2024-01-31,93803.685113138
2024-02-01,93803.685113138
2024-02-02,93803.685113138
2024-02-05,93803.685113138
2024-02-06,93803.685113138
2024-02-07,93803.685113138
2024-02-08,93803.685113138
2024-02-09,93803.685113138
2024-02-12,93803.685113138
2024-02-13,93803.685113138
2024-02-14,93803.685113138
2024-02-15,93803.685113138
2024-02-16,93803.685113138
2024-02-19,93803.685113138
2024-02-20,93803.685113138
2024-02-21,93803.685113138
2024-02-22,93803.685113138
2024-02-23,93803.685113138
2024-02-26,93803.685113138
2024-02-27,93803.685113138
2024-02-28,93803.685113138
2024-02-29,93803.685113138
2024-03-01,93803.685113138
2024-03-04,93803.685113138
2024-03-05,93803.685113138
2024-03-06,93803.685113138
2024-03-07,93803.685113138
2024-03-11,93803.685113138
2024-03-12,93803.685113138
2024-03-13,93739.2898927228
2024-03-14,93739.2898927228
2024-03-15,93739.2898927228
2024-03-18,93739.2898927228
2024-03-19,93739.2898927228
2024-03-20,93739.2898927228
2024-03-21,93739.2898927228
2024-03-22,93739.2898927228
2024-03-26,93739.2898927228
2024-03-27,93739.2898927228
2024-03-28,93739.2898927228
2024-04-01,93739.2898927228
2024-04-02,93739.2898927228
2024-04-03,93739.2898927228
2024-04-04,93739.2898927228
2024-04-05,93739.2898927228
2024-04-08,93739.2898927228
2024-04-09,93739.2898927228
2024-04-10,93739.2898927228
2024-04-12,93867.3433499986
2024-04-15,93867.3433499986
2024-04-16,93867.3433499986
2024-04-18,93867.3433499986
2024-04-19,93867.3433499986
2024-04-22,93867.3433499986
2024-04-23,93867.3433499986
2024-04-24,93867.3433499986
2024-04-25,93867.3433499986
2024-04-26,93867.3433499986
2024-04-29,93867.3433499986
2024-04-30,93867.3433499986
2024-05-02,93805.82145495556
2024-05-03,93805.82145495556
2024-05-06,93805.82145495556
2024-05-07,93805.82145495556
2024-05-08,93805.82145495556
2024-05-09,93805.82145495556
2024-05-10,93805.82145495556
2024-05-13,93805.82145495556
2024-05-14,93805.82145495556
2024-05-15,93805.82145495556
2024-05-16,93805.82145495556
2024-05-17,93805.82145495556
2024-05-21,93805.82145495556
2024-05-22,93805.82145495556
2024-05-23,93754.77814979294
2024-05-24,93704.45418662176
2024-05-27,93803.65293976384
2024-05-28,93803.65293976384
2024-05-29,93803.65293976384
2024-05-30,93741.79647572195
2024-05-31,93741.79647572195
2024-06-03,93679.8197315573
2024-06-04,93679.8197315573
2024-06-05,93679.8197315573
2024-06-06,93679.8197315573
2024-06-07,93679.8197315573
2024-06-10,93679.8197315573
2024-06-11,93679.8197315573
2024-06-12,93679.8197315573
2024-06-13,93679.8197315573
2024-06-14,93679.8197315573
2024-06-18,93679.8197315573
2024-06-19,93679.8197315573
2024-06-20,93679.8197315573
2024-06-21,93679.8197315573
2024-06-24,93679.8197315573
2024-06-25,93679.8197315573
2024-06-26,93679.8197315573
2024-06-27,93679.8197315573
2024-06-28,93679.8197315573
2024-07-01,93679.8197315573
2024-07-02,93679.8197315573
2024-07-03,93615.2652483219
2024-07-04,93615.2652483219
2024-07-05,93615.2652483219
2024-07-08,93615.2652483219
2024-07-09,93615.2652483219
2024-07-10,93615.2652483219
2024-07-11,93615.2652483219
2024-07-12,93615.2652483219
2024-07-15,93615.2652483219
2024-07-16,93615.2652483219
2024-07-18,93615.2652483219
2024-07-19,93615.2652483219
2024-07-22,93615.2652483219
2024-07-23,93615.2652483219
2024-07-24,93615.2652483219
2024-07-25,93615.2652483219
2024-07-26,93615.2652483219
2024-07-29,93615.2652483219
2024-07-30,93615.2652483219
2024-07-31,93615.2652483219
2024-08-01,93615.2652483219
2024-08-02,93615.2652483219
2024-08-05,93615.2652483219
2024-08-06,93615.2652483219
2024-08-07,93615.2652483219
2024-08-08,93615.2652483219
2024-08-09,93615.2652483219
2024-08-12,93615.2652483219
2024-08-13,93615.2652483219
2024-08-14,93615.2652483219
2024-08-16,93615.2652483219
2024-08-19,93615.2652483219
2024-08-20,93615.2652483219
2024-08-21,93615.2652483219
2024-08-22,93615.2652483219
2024-08-23,93615.2652483219
2024-08-26,93615.2652483219
2024-08-27,93615.2652483219
2024-08-28,93615.2652483219
2024-08-29,93615.2652483219
2024-08-30,93615.2652483219
2024-09-02,93615.2652483219
2024-09-03,93615.2652483219
2024-09-04,93615.2652483219
2024-09-05,93615.2652483219
2024-09-06,93615.2652483219
2024-09-09,93615.2652483219
2024-09-10,93615.2652483219
2024-09-11,93615.2652483219
2024-09-12,93615.2652483219
2024-09-13,93615.2652483219
2024-09-16,93615.2652483219
2024-09-17,93548.95012888145
2024-09-18,93548.95012888145
2024-09-19,93548.95012888145
2024-09-20,93548.95012888145
2024-09-23,93548.95012888145
2024-09-24,93548.95012888145
2024-09-25,93548.95012888145
2024-09-26,93548.95012888145
