entry_date,exit_date,ticker,side,entry_price,exit_price,sl,tp,shares,pnl,win_prob,outcome
2021-03-24,2021-03-24,ADANIENT.NS,BUY,1060.343096637504,1044.4379501879414,1044.4379501879414,1092.1533895366292,4,-63.62058579825043,0.9559932947158813,SL
2021-03-24,2021-03-24,SBIN.NS,BUY,340.0210744290516,334.9207583126159,334.9207583126159,350.2217066619232,14,-71.40442563010049,0.7320586442947388,SL
2021-03-31,2021-03-31,HDFCBANK.NS,BUY,713.8248223824473,703.1174500467106,703.1174500467106,735.2395670539207,6,-64.2442340144205,0.6515709757804871,SL
2021-04-01,2021-04-05,SBIN.NS,BUY,339.28291616660727,334.1936724241082,334.1936724241082,349.4614036516055,14,-71.2494123949873,0.6569334268569946,SL
2021-04-07,2021-04-07,ADANIENT.NS,BUY,1230.3173594782706,1211.8625990860967,1211.8625990860967,1267.2268802626188,3,-55.3642811765219,0.9039986729621887,SL
2021-04-12,2021-04-12,ADANIENT.NS,BUY,1174.4574223035054,1156.8405609689528,1156.8405609689528,1209.6911449726106,4,-70.46744533821038,0.7185759544372559,SL
2021-04-13,2021-04-13,INFY.NS,BUY,1288.1330023372602,1268.8110073022012,1268.8110073022012,1326.776992407378,3,-57.96598510517697,0.6660614013671875,SL
2021-04-16,2021-04-19,ICICIBANK.NS,SELL,555.7459959464757,539.0736160680814,564.0821858856727,539.0736160680814,8,133.37903902715425,0.6045550107955933,TP
2021-04-19,2021-04-19,SBIN.NS,BUY,301.86672038815544,297.3387195823331,297.3387195823331,310.9227219998001,16,-72.44801289315728,0.7753601670265198,SL
2021-04-20,2021-04-22,SBIN.NS,SELL,309.20237546299944,299.92630419910944,313.84041109494444,299.92630419910944,15,139.14106895835005,0.8191879391670227,TP
2021-04-23,2021-04-23,ICICIBANK.NS,SELL,551.2002486168636,559.4682523461166,559.4682523461166,534.6642411583578,8,-66.14402983402397,0.699167013168335,SL
2021-04-30,2021-04-30,HDFCBANK.NS,BUY,666.3285878929556,656.3336590745613,656.3336590745613,686.3184455297443,7,-69.9645017287603,0.6278793215751648,SL
2021-05-05,2021-05-06,ADANIENT.NS,SELL,1271.2149325908406,1290.2831565797032,1290.2831565797032,1233.0784846131153,3,-57.204671966587966,0.6731037497520447,SL
2021-06-07,2021-06-07,ADANIENT.NS,BUY,1710.7136168027905,1685.0529125507487,1685.0529125507487,1762.0350253068743,2,-51.32140850408359,0.9052842259407043,SL
2021-06-16,2021-06-16,ADANIENT.NS,BUY,1506.226041710741,1483.6326510850797,1483.6326510850797,1551.412822962063,3,-67.78017187698356,0.8979067802429199,SL
2021-06-17,2021-06-17,ADANIENT.NS,BUY,1376.5507999769372,1417.8473239762454,1355.9025379772831,1417.8473239762454,3,123.88957199792458,0.911554753780365,TP
2021-08-02,2021-08-03,ADANIENT.NS,SELL,1432.3636669271264,1453.8491219310333,1453.8491219310333,1389.3927569193127,3,-64.45636501172089,0.6412770748138428,SL
2021-08-05,2021-08-05,SBIN.NS,BUY,429.2996493224006,422.86015458256463,422.86015458256463,442.17863880207267,11,-70.83444213819593,0.8524602651596069,SL
